STATE,FIRE_YEAR,CAUSE,fire_count,total_acres
MN,1998,Human,2387,48497.28001
MN,1998,Natural,79,399.57
MN,1998,Undetermined,8,242.8
MN,1999,Human,2085,32603.44
MN,1999,Natural,17,30.220000000000002
MN,1999,Undetermined,11,225.2
MN,2000,Human,2596,68569.15
MN,2000,Natural,19,53.32
MN,2000,Undetermined,16,547.7
MN,2001,Human,1292,22952.690000000002
MN,2001,Natural,23,43.53
MN,2001,Undetermined,12,140.1
MN,2002,Human,1981,63180.71
MN,2002,Natural,45,786.28
MN,2002,Undetermined,13,390.8
MN,2003,Human,3219,153509.51
MN,2003,Natural,40,803.51
MN,2003,Undetermined,38,2451.7
MN,2004,Human,1942,42533.36
MN,2004,Natural,38,1955.59
MN,2004,Undetermined,9,1158.0
MN,2005,Human,1659,18673.84
MN,2005,Natural,62,1460.1299999999999
MN,2005,Undetermined,7,2321.8
MN,2006,Human,2317,30547.53
MN,2006,Natural,170,40218.28
MN,2006,Undetermined,21,5290.1
MN,2007,Human,1670,161032.54
MN,2007,Natural,105,699.92
MN,2007,Undetermined,12,2672.1
MN,2008,Human,1136,20242.95
MN,2008,Natural,24,200.07
MN,2008,Undetermined,5,754.0
MN,2009,Human,1208,11019.699999999999
MN,2009,Natural,11,3.1100000000000003
MN,2009,Undetermined,14,693.1
MN,2010,Human,2023,32426.73
MN,2010,Natural,16,28.91
MN,2010,Undetermined,35,3224.4
MN,2011,Human,1200,47061.369999999995
MN,2011,Natural,30,93081.61
MN,2011,Undetermined,6,45.7
MN,2012,Human,2208,31589.18
MN,2012,Natural,50,197.56
MN,2012,Undetermined,36,32800.3
MN,2013,Human,1104,21454.14
MN,2013,Natural,14,194.42999999999998
MN,2013,Undetermined,14,287.9
MN,2014,Human,990,3930.88
MN,2014,Natural,15,49.76
MN,2014,Undetermined,1,4.0
MN,2015,Human,1812,28823.35
MN,2015,Natural,17,57.42
MN,2015,Undetermined,9,71.7
MN,2016,Human,1418,12247.31
MN,2016,Natural,18,317.36
MN,2016,Undetermined,2,15.1
MN,2017,Human,1095,6382.7699999999995
MN,2017,Natural,6,13.2
MN,2017,Undetermined,5,63.0
MN,2018,Human,1342,16355.49
MN,2018,Natural,20,852.22
MN,2018,Undetermined,4,103.0
MN,2019,Human,975,5437.0199999999995
MN,2019,Natural,16,52.06
MN,2019,Undetermined,1,9.0
MN,2020,Human,1334,8285.53
MN,2020,Natural,21,105.53
MN,2020,Undetermined,48,549.75
MO,1992,Human,1666,28560.9
MO,1992,Natural,14,155.1
MO,1993,Human,897,14938.3
MO,1993,Natural,9,55.0
MO,1994,Human,1602,36211.4
MO,1994,Natural,5,38.0
MO,1995,Human,2028,49018.0
MO,1995,Natural,17,498.0
MO,1995,Undetermined,15,680.4
MO,1996,Human,428,8055.2
MO,1996,Natural,8,166.1
MO,1996,Undetermined,7,317.0
MO,1997,Human,1294,23799.2
MO,1997,Natural,9,31.5
MO,1997,Undetermined,11,109.0
MO,1998,Human,519,10940.8
MO,1998,Undetermined,2,41.0
MO,1999,Human,1180,34726.1
MO,1999,Natural,10,99.0
MO,1999,Undetermined,14,673.8
MO,2000,Human,661,16746.3
MO,2000,Natural,9,200.0
MO,2000,Undetermined,2,188.0
MO,2001,Human,875,17057.1
MO,2001,Natural,4,10.5
MO,2001,Undetermined,3,3.0
MO,2002,Human,666,20375.7
MO,2002,Natural,1,150.0
MO,2002,Undetermined,3,9.0
MO,2003,Human,279,3074.19
MO,2003,Natural,12,37.83
MO,2003,Undetermined,49,164.0
MO,2004,Human,269,8012.49
MO,2004,Natural,3,1.2000000000000002
MO,2004,Undetermined,35,203.8
MO,2005,Human,362,14073.21
MO,2005,Natural,3,5.6
MO,2005,Undetermined,48,4110.0
MO,2006,Human,340,22658.46
MO,2006,Natural,9,596.3
MO,2006,Undetermined,92,942.4
MO,2007,Human,360,13745.35
MO,2007,Natural,10,33.2
MO,2007,Undetermined,153,467.9
MO,2008,Human,100,5907.26
MO,2008,Natural,2,0.2
MO,2008,Undetermined,34,26.3
MO,2009,Human,237,17850.78
MO,2009,Natural,2,144.1
MO,2010,Human,192,14398.65
MO,2010,Natural,3,22.85
MO,2010,Undetermined,1,50.0
MO,2011,Human,730,30576.55
MO,2011,Natural,7,35.0
MO,2011,Undetermined,3,1233.0
MO,2012,Human,198,16136.45
MO,2012,Natural,18,1865.75
MO,2012,Undetermined,5,720.3
MO,2013,Human,409,3882.58
MO,2013,Natural,4,2.6
MO,2014,Human,1247,22386.8
MO,2014,Natural,4,69.0
MO,2015,Human,768,12022.241
MO,2015,Natural,1,1.5
MO,2016,Human,889,14393.989
MO,2016,Natural,4,600.7
MO,2017,Human,1194,18789.5405
MO,2017,Natural,7,116.94
MO,2018,Human,1946,25428.33
MO,2018,Natural,10,856.1149999999999
MO,2019,Human,1123,14351.56
MO,2019,Natural,10,12.73
MO,2020,Human,1376,16316.403
MO,2020,Natural,2,3.9
MO,2020,Undetermined,1,54.2
MS,1992,Human,4468,60606.0
MS,1992,Natural,6,100.7
MS,1992,Undetermined,4,123.4
MS,1993,Human,4001,54021.7
MS,1993,Natural,14,86.6
MS,1994,Human,3347,54438.4
MS,1994,Natural,7,13.0
MS,1994,Undetermined,1,2.1
MS,1995,Human,4969,67829.4
MS,1995,Natural,22,104.4
MS,1995,Undetermined,1,80.0
MS,1996,Human,4901,101514.6
MS,1996,Natural,21,93.1
MS,1996,Undetermined,1,100.0
MS,1997,Human,2775,32017.6
MS,1997,Natural,6,331.0
MS,1997,Undetermined,1,5.0
MS,1998,Human,3390,39449.0
MS,1998,Natural,29,185.2
MS,1998,Undetermined,2,14.6
MS,1999,Human,5396,65723.8
MS,1999,Natural,40,403.1
MS,2000,Human,7828,51755.2
MS,2000,Natural,154,1691.0
MS,2000,Undetermined,2,13.0
MS,2001,Human,2863,31374.1
MS,2001,Natural,20,338.3
MS,2001,Undetermined,5,546.5
MS,2002,Human,2815,34242.4
MS,2002,Natural,15,131.4
MS,2002,Undetermined,2,36.5
MS,2003,Human,1906,24627.15
MS,2003,Natural,4,18.0
MS,2003,Undetermined,3,99.1
MS,2004,Human,2808,41797.42
MS,2004,Natural,3,5.0
MS,2004,Undetermined,1,1.0
MS,2005,Human,3503,55036.59
MS,2005,Natural,11,269.01
MS,2005,Undetermined,6,295.6
MS,2006,Human,5436,127852.56
MS,2006,Natural,70,2978.49
MS,2006,Undetermined,27,293.7
MS,2007,Human,2737,52190.73
MS,2007,Natural,21,292.5
MS,2007,Undetermined,9,45.4
MS,2008,Human,127,9151.74
MS,2008,Natural,4,24.1
MS,2008,Undetermined,1881,26997.5
MS,2009,Human,156,7902.05
MS,2009,Natural,4,1.0
MS,2009,Undetermined,1805,18951.3
MS,2010,Human,160,9260.42
MS,2010,Natural,7,4.2
MS,2010,Undetermined,2752,26953.1
MS,2011,Human,188,12651.84
MS,2011,Natural,26,1069.1
MS,2011,Undetermined,1400,15304.7
MS,2012,Human,1173,12255.6
MS,2012,Natural,29,456.4
MS,2012,Undetermined,16,11.3
MS,2013,Human,1457,21098.4
MS,2013,Natural,14,734.6
MS,2013,Undetermined,17,182.9
MS,2014,Human,2202,31712.6
MS,2014,Natural,17,338.0
MS,2014,Undetermined,5,1185.0
MS,2015,Human,2101,32016.9
MS,2015,Natural,16,2308.0
MS,2015,Undetermined,8,2042.7
MS,2016,Human,1898,32763.9
MS,2016,Natural,14,418.1
MS,2016,Undetermined,22,1214.7
MS,2017,Human,1238,28979.14
MS,2017,Natural,10,58.410000000000004
MS,2017,Undetermined,18,976.6
MS,2018,Human,680,16707.07
MS,2018,Natural,8,154.5
MS,2018,Undetermined,2,221.1
MS,2019,Human,875,17612.69
MS,2019,Natural,4,24.1
MS,2019,Undetermined,3,439.2
MS,2020,Human,697,28230.943
MS,2020,Natural,2,11.0
MS,2020,Undetermined,19,2285.1
MT,1992,Human,731,13532.1
MT,1992,Natural,516,18230.4
MT,1992,Undetermined,393,6799.21
MT,1993,Human,398,3336.1
MT,1993,Natural,157,1400.0
MT,1993,Undetermined,188,7862.31
MT,1994,Human,820,82355.1
MT,1994,Natural,1495,159869.8
MT,1994,Undetermined,664,23384.93
MT,1995,Human,600,16248.51
MT,1995,Natural,449,8921.94
MT,1995,Undetermined,3,13.5
MT,1996,Human,981,48525.8
MT,1996,Natural,1001,150144.43
MT,1996,Undetermined,8,10169.9
MT,1997,Human,529,6610.58
MT,1997,Natural,461,3423.05
MT,1997,Undetermined,3,1309.5
MT,1998,Human,855,19353.77
MT,1998,Natural,1053,82003.40000000001
MT,1999,Human,1142,48201.03
MT,1999,Natural,945,70758.09
MT,1999,Undetermined,2,0.02
MT,2000,Human,947,174629.65
MT,2000,Natural,1479,647936.76
MT,2000,Undetermined,1,263.9
MT,2001,Human,958,13238.24
MT,2001,Natural,644,149310.85
MT,2002,Human,804,22207.760000000002
MT,2002,Natural,793,103892.57
MT,2003,Human,1113,93146.79999
MT,2003,Natural,1359,657049.51019
MT,2004,Human,803,6611.03
MT,2004,Natural,700,16257.04
MT,2005,Human,943,40719.33
MT,2005,Natural,552,73861.53
MT,2005,Undetermined,2,7.0
MT,2006,Human,1343,64713.72
MT,2006,Natural,1115,801462.04
MT,2006,Undetermined,2,476.3
MT,2007,Human,995,59558.01
MT,2007,Natural,1000,585894.65
MT,2007,Undetermined,2,99090.2
MT,2008,Human,1104,43432.55
MT,2008,Natural,426,125819.75
MT,2008,Undetermined,2,617.0
MT,2009,Human,936,25901.54
MT,2009,Natural,724,27644.75
MT,2009,Undetermined,2,160.1
MT,2010,Human,749,21544.559999999998
MT,2010,Natural,390,35929.14
MT,2010,Undetermined,1,2.4
MT,2011,Human,620,13147.949999999999
MT,2011,Natural,570,126138.23
MT,2012,Human,1007,170691.77
MT,2012,Natural,846,836426.41
MT,2012,Undetermined,1,91.4
MT,2013,Human,684,18325.58
MT,2013,Natural,673,58847.6
MT,2013,Undetermined,2,231.0
MT,2014,Human,697,18721.54
MT,2014,Natural,506,16198.38
MT,2015,Human,1071,48060.020000000004
MT,2015,Natural,790,299404.33999999997
MT,2015,Undetermined,5,2569.5
MT,2016,Human,1400,61885.31
MT,2016,Natural,715,37166.24
MT,2016,Undetermined,3,6408.0
MT,2017,Human,1598,101049.06
MT,2017,Natural,675,1163834.07
MT,2017,Undetermined,329,17024.18
MT,2018,Human,1344,21214.33
MT,2018,Natural,442,84425.83
MT,2018,Undetermined,1,0.1
MT,2019,Human,1500,25979.0
MT,2019,Natural,512,40672.24
MT,2019,Undetermined,1,0.25
MT,2020,Human,1753,145670.8797
MT,2020,Natural,464,198229.4952
MT,2020,Undetermined,468,14306.39
NC,1992,Human,5630,25686.2
NC,1992,Natural,66,1802.8999999999999
NC,1993,Human,4588,21186.4
NC,1993,Natural,219,5269.8
NC,1993,Undetermined,1,5.0
NC,1994,Human,5642,42391.4
NC,1994,Natural,97,2544.8
NC,1995,Human,5197,22882.3
NC,1995,Natural,55,521.0
NC,1995,Undetermined,1,1.0
NC,1996,Human,4188,15928.3
NC,1996,Natural,49,1427.6999999999998
NC,1996,Undetermined,1,2.0
NC,1997,Human,4370,16297.2
NC,1997,Natural,140,1069.8
NC,1997,Undetermined,2,45.0
NC,1998,Human,4223,15114.9
NC,1998,Natural,100,1796.5
NC,1998,Undetermined,1,2.0
NC,1999,Human,3953,21899.6
NC,1999,Natural,85,2896.0
NC,1999,Undetermined,3,265.0
NC,2000,Human,4926,38237.2
NC,2000,Natural,60,610.8
NC,2001,Human,8057,44354.7
NC,2001,Natural,85,309.4
NC,2001,Undetermined,1,0.3
NC,2002,Human,5324,27379.8
NC,2002,Natural,265,2240.2
NC,2002,Undetermined,1,2.0
NC,2003,Human,2026,7900.5
NC,2003,Natural,13,187.6
NC,2003,Undetermined,2,15.0
NC,2004,Human,4303,16200.1
NC,2004,Natural,35,184.5
NC,2004,Undetermined,5,317.0
NC,2005,Human,3989,15679.45
NC,2005,Natural,54,475.9
NC,2005,Undetermined,1,0.5
NC,2006,Human,4946,20862.45
NC,2006,Natural,107,1751.79999
NC,2006,Undetermined,6,755.7
NC,2007,Human,265,8438.2
NC,2007,Natural,30,7013.4
NC,2007,Undetermined,6989,34965.2
NC,2008,Human,168,4054.55
NC,2008,Natural,33,42115.799999999996
NC,2008,Undetermined,4181,36085.30001
NC,2009,Human,3245,15569.0
NC,2009,Natural,65,3759.25
NC,2009,Undetermined,1,0.1
NC,2010,Human,4010,15508.0
NC,2010,Natural,77,1073.9
NC,2010,Undetermined,13,405.4
NC,2011,Human,5191,22988.33
NC,2011,Natural,225,84976.54999999999
NC,2011,Undetermined,10,1493.9
NC,2012,Human,3411,34277.8
NC,2012,Natural,139,1000.85
NC,2012,Undetermined,9,40.1
NC,2013,Human,3295,13702.7
NC,2013,Natural,25,278.3
NC,2013,Undetermined,9,167.7
NC,2014,Human,4523,13820.5
NC,2014,Natural,59,869.8
NC,2014,Undetermined,5,301.1
NC,2015,Human,2415,7550.1900000000005
NC,2015,Natural,50,2908.0299999999997
NC,2015,Undetermined,6,586.51
NC,2016,Human,4223,85577.5
NC,2016,Natural,50,9757.57
NC,2016,Undetermined,10,1454.04
NC,2017,Human,5091,18534.93
NC,2017,Natural,62,5745.64
NC,2017,Undetermined,6,3.88
NC,2018,Human,3058,10999.74
NC,2018,Natural,25,226.20999999999998
NC,2018,Undetermined,2,27.540000000000003
NC,2019,Human,3828,8251.79
NC,2019,Natural,104,848.0300000000001
NC,2019,Undetermined,8,87.56
NC,2020,Human,2388,8440.98
NC,2020,Natural,39,317.45
NC,2020,Undetermined,5,3.25
ND,1992,Human,385,5697.3
ND,1992,Natural,9,643.6
ND,1992,Undetermined,2,33.0
ND,1993,Human,378,3699.7
ND,1993,Natural,6,18.2
ND,1993,Undetermined,2,206.0
ND,1994,Human,484,6541.6
ND,1994,Natural,15,510.7
ND,1994,Undetermined,2,4691.0
ND,1995,Human,269,2002.5
ND,1995,Natural,2,40.1
ND,1995,Undetermined,1,5.0
ND,1996,Human,497,4320.1
ND,1996,Natural,8,338.7
ND,1996,Undetermined,22,143.0
ND,1997,Human,445,6179.5
ND,1997,Natural,6,23.7
ND,1997,Undetermined,2,0.6
ND,1998,Human,465,5784.6
ND,1998,Natural,26,1972.5
ND,1998,Undetermined,1,3.0
ND,1999,Human,486,70597.7
ND,1999,Natural,7,141.4
ND,1999,Undetermined,13,258.5
ND,2000,Human,584,14522.7
ND,2000,Natural,43,3649.0
ND,2001,Human,544,6489.7
ND,2001,Natural,6,15.6
ND,2001,Undetermined,3,62.0
ND,2002,Human,877,29110.7
ND,2002,Natural,25,16823.7
ND,2002,Undetermined,4,6885.0
ND,2003,Human,805,21302.1
ND,2003,Natural,22,2474.6
ND,2003,Undetermined,9,1724.2
ND,2004,Human,795,17533.32
ND,2004,Natural,22,1956.57
ND,2004,Undetermined,3,260.0
ND,2005,Human,852,11325.0
ND,2005,Natural,38,210.1
ND,2005,Undetermined,13,7191.0
ND,2006,Human,1005,12363.65
ND,2006,Natural,49,10622.2
ND,2006,Undetermined,6,712.1
ND,2007,Human,775,16705.93
ND,2007,Natural,19,375.97
ND,2007,Undetermined,71,1779.0
ND,2008,Human,683,25162.45
ND,2008,Natural,34,2881.6
ND,2008,Undetermined,6,1862.0
ND,2009,Human,404,2799.81
ND,2009,Natural,8,178.25
ND,2009,Undetermined,3,336.1
ND,2010,Human,419,2300.6
ND,2010,Natural,12,342.5
ND,2010,Undetermined,4,1111.7
ND,2011,Human,346,3829.04
ND,2011,Natural,23,165.04
ND,2011,Undetermined,4,55.3
ND,2012,Human,985,36115.49
ND,2012,Natural,96,4617.2
ND,2012,Undetermined,17,990.2
ND,2013,Human,480,5890.68
ND,2013,Natural,57,250.41
ND,2013,Undetermined,4,552.6
ND,2014,Human,464,3420.65
ND,2014,Natural,46,494.8
ND,2015,Human,934,24837.97
ND,2015,Natural,67,944.5
ND,2015,Undetermined,1,11.5
ND,2016,Human,1039,18787.77
ND,2016,Natural,80,1285.8
ND,2016,Undetermined,2,29.7
ND,2017,Human,903,13845.02
ND,2017,Natural,93,540.2
ND,2017,Undetermined,3,357.6
ND,2018,Human,900,18913.26
ND,2018,Natural,87,217.04
ND,2018,Undetermined,1,1772.0
ND,2019,Human,897,7995.84
ND,2019,Natural,57,56.8
ND,2020,Human,716,9811.914999999999
ND,2020,Natural,40,340.92
ND,2020,Undetermined,2,1.7000000000000002
NE,1992,Human,19,714.8
NE,1992,Natural,6,512.3
NE,1993,Human,10,139.2
NE,1993,Natural,7,34.3
NE,1994,Human,42,2223.6
NE,1994,Natural,36,865.9
NE,1994,Undetermined,2,3780.0
NE,1995,Human,19,583.2
NE,1995,Natural,31,9467.5
NE,1995,Undetermined,6,45707.1
NE,1996,Human,36,3094.3
NE,1996,Natural,19,180.4
NE,1996,Undetermined,4,5003.6
NE,1997,Human,27,9988.8
NE,1997,Natural,26,240.5
NE,1997,Undetermined,4,7900.2
NE,1998,Human,21,4430.3
NE,1998,Natural,20,8175.8
NE,1998,Undetermined,2,1504.0
NE,1999,Human,48,76440.2
NE,1999,Natural,18,1819.2
NE,1999,Undetermined,9,40291.1
NE,2000,Human,58,3222.801
NE,2000,Natural,56,112871.2
NE,2001,Human,53,819.552
NE,2001,Natural,22,1650.8
NE,2001,Undetermined,2,3.2
NE,2002,Human,134,9241.16
NE,2002,Natural,47,851.9
NE,2002,Undetermined,2,2.0
NE,2003,Human,130,2597.93
NE,2003,Natural,29,671.32
NE,2003,Undetermined,2,47.1
NE,2004,Human,145,3131.75
NE,2004,Natural,24,520.32
NE,2005,Human,159,6104.52
NE,2005,Natural,16,361.6
NE,2005,Undetermined,2,15.0
NE,2006,Human,89,10889.234999999999
NE,2006,Natural,32,78172.67
NE,2006,Undetermined,1,0.6
NE,2007,Human,694,8186.5445
NE,2007,Natural,124,12502.78
NE,2008,Human,552,7012.5002
NE,2008,Natural,59,772.3199999999999
NE,2009,Human,680,10681.2
NE,2009,Natural,35,505.351
NE,2010,Human,571,19548.99
NE,2010,Natural,36,3738.6
NE,2010,Undetermined,3,46.1
NE,2011,Human,790,37835.932
NE,2011,Natural,39,1194.7
NE,2011,Undetermined,3,30.0
NE,2012,Human,973,37235.489
NE,2012,Natural,248,296365.57
NE,2012,Undetermined,2,2507.3
NE,2013,Human,385,4878.241
NE,2013,Natural,38,5668.85
NE,2014,Human,678,18629.5222
NE,2014,Natural,44,1581.51
NE,2014,Undetermined,1,2.0
NE,2015,Human,578,20720.95
NE,2015,Natural,21,23473.85
NE,2016,Human,458,27955.4701
NE,2016,Natural,69,2609.3849999999998
NE,2017,Human,860,24818.52
NE,2017,Natural,126,3701.71
NE,2018,Human,819,12867.5201
NE,2018,Natural,41,837.43
NE,2018,Undetermined,12,71.301
NE,2019,Human,387,14944.55
NE,2019,Natural,33,2512.25
NE,2019,Undetermined,5,13.25
NE,2020,Human,846,30661.892
NE,2020,Natural,107,2858.73
NE,2020,Undetermined,11,3938.7
NH,1992,Human,107,164.671
NH,1993,Human,140,157.483
NH,1993,Natural,2,9.18
NH,1994,Human,131,199.984
NH,1994,Natural,2,7.25
NH,1995,Human,185,292.742
NH,1995,Natural,10,16.3
NH,1996,Human,76,88.334
NH,1996,Natural,7,7.4
NH,1997,Human,81,99.42
NH,1997,Natural,4,8.75
NH,1998,Human,163,247.77
NH,1998,Natural,8,9.25
NH,1999,Human,4,16.0
NH,1999,Natural,1,0.2
NH,2000,Human,84,128.51
NH,2000,Natural,3,3.75
NH,2001,Human,120,148.71
NH,2001,Natural,4,4.1
NH,2002,Human,101,137.68
NH,2002,Natural,15,21.07
NH,2003,Human,54,88.82
NH,2003,Natural,2,0.73
NH,2004,Human,69,231.88
NH,2004,Natural,1,0.5
NH,2005,Human,88,114.73
NH,2006,Human,111,291.239
NH,2007,Human,91,142.79
NH,2007,Natural,4,2.7
NH,2008,Human,96,177.82
NH,2008,Natural,6,7.25
NH,2009,Human,68,121.785
NH,2010,Human,95,51.284
NH,2010,Natural,3,0.759
NH,2011,Human,4,4.45
NH,2012,Human,94,98.005
NH,2012,Natural,6,3.0549999999999997
NH,2013,Human,147,85.52
NH,2014,Human,124,78.456
NH,2014,Natural,1,0.01
NH,2015,Human,178,602.75
NH,2015,Natural,4,18.35
NH,2016,Human,217,1029.603
NH,2016,Natural,11,17.93
NH,2017,Human,68,141.975
NH,2018,Human,143,58.5333
NH,2018,Natural,2,0.33699999999999997
NH,2019,Human,15,21.72
NH,2019,Natural,2,1.03
NH,2020,Human,113,65.308
NH,2020,Natural,10,3.9600000000000004
NH,2020,Undetermined,6,0.6000000000000001
NJ,1992,Human,1319,16590.7
NJ,1992,Natural,4,1.25
NJ,1992,Undetermined,2,11.7
NJ,1993,Human,831,912.7
NJ,1993,Natural,8,9.0
NJ,1993,Undetermined,3,1.0
NJ,1994,Human,1318,2693.6
NJ,1994,Natural,8,32.25
NJ,1995,Human,1805,22788.896
NJ,1995,Natural,8,2.75
NJ,1995,Undetermined,4,170.5
NJ,1996,Human,765,922.6
NJ,1996,Natural,2,0.5
NJ,1996,Undetermined,1,6.5
NJ,1997,Human,1351,4648.55
NJ,1997,Natural,23,108.5
NJ,1997,Undetermined,9,10.75
NJ,1998,Human,1302,1179.69
NJ,1998,Natural,10,140.75
NJ,1999,Human,1738,16009.8
NJ,1999,Natural,20,20.5
NJ,2000,Human,962,2003.5
NJ,2000,Natural,10,13.0
NJ,2001,Human,1559,4370.45
NJ,2001,Natural,8,2.0
NJ,2001,Undetermined,4,37.75
NJ,2002,Human,1387,5754.5
NJ,2002,Natural,27,34.5
NJ,2002,Undetermined,5,2.75
NJ,2003,Human,715,955.25
NJ,2003,Natural,2,0.5
NJ,2003,Undetermined,1,0.25
NJ,2004,Human,860,502.3
NJ,2004,Natural,3,0.75
NJ,2004,Undetermined,1,0.5
NJ,2005,Human,1193,1538.0
NJ,2005,Natural,7,6.5
NJ,2006,Human,1566,2758.85
NJ,2006,Natural,7,25.0
NJ,2006,Undetermined,3,45.4
NJ,2007,Human,1107,18190.5
NJ,2007,Natural,13,7.1
NJ,2007,Undetermined,1,2450.0
NJ,2008,Human,1233,3296.5
NJ,2008,Natural,15,16.25
NJ,2008,Undetermined,1,0.2
NJ,2009,Human,776,1059.55
NJ,2009,Natural,2,0.5
NJ,2009,Undetermined,2,0.2
NJ,2010,Human,1444,3522.3
NJ,2010,Natural,12,3248.5
NJ,2010,Undetermined,4,3180.5
NJ,2011,Human,695,493.15
NJ,2011,Natural,8,325.1
NJ,2012,Human,1062,2886.6
NJ,2012,Natural,11,251.0
NJ,2012,Undetermined,11,4.95
NJ,2013,Human,985,1427.05
NJ,2013,Natural,3,1.0
NJ,2014,Human,922,9938.05
NJ,2014,Natural,5,1.25
NJ,2014,Undetermined,1,307.0
NJ,2015,Human,1036,2706.3
NJ,2015,Natural,11,29.5
NJ,2016,Human,1046,4883.55
NJ,2016,Natural,4,98.75
NJ,2017,Human,704,2963.45
NJ,2017,Natural,7,3523.0
NJ,2017,Undetermined,2,3577.1
NJ,2018,Human,577,1277.25
NJ,2018,Natural,2,1.75
NJ,2019,Human,673,12703.9
NJ,2019,Natural,4,128.5
NJ,2020,Human,1008,3271.2999999999997
NJ,2020,Natural,12,1520.75
NJ,2020,Undetermined,1,0.1
NM,1992,Human,437,20964.100000000002
NM,1992,Natural,420,49129.9
NM,1992,Undetermined,120,29108.45
NM,1993,Human,552,33997.6
NM,1993,Natural,688,211205.8
NM,1993,Undetermined,568,57125.64
NM,1994,Human,466,23063.7
NM,1994,Natural,1126,178043.3
NM,1994,Undetermined,1076,215539.72
NM,1995,Human,567,23415.7
NM,1995,Natural,537,74129.0
NM,1995,Undetermined,561,42317.65
NM,1996,Human,486,52772.1
NM,1996,Natural,790,46887.6
NM,1996,Undetermined,825,71986.26
NM,1997,Human,347,5254.1
NM,1997,Natural,504,37082.0
NM,1997,Undetermined,529,127630.4
NM,1998,Human,450,11826.4
NM,1998,Natural,350,14602.4
NM,1998,Undetermined,494,71530.76
NM,1999,Human,455,17128.5
NM,1999,Natural,473,28130.1
NM,1999,Undetermined,303,37300.44
NM,2000,Human,1183,398262.769
NM,2000,Natural,1605,128111.19
NM,2000,Undetermined,9,169.5
NM,2001,Human,651,21839.989999999998
NM,2001,Natural,1047,48709.32
NM,2001,Undetermined,2,5.0
NM,2002,Human,885,67650.73
NM,2002,Natural,1178,249224.04
NM,2002,Undetermined,9,4288.4
NM,2003,Human,592,11455.22
NM,2003,Natural,1372,224147.45500000002
NM,2003,Undetermined,6,8.4
NM,2004,Human,446,15961.730000000001
NM,2004,Natural,782,75934.5
NM,2004,Undetermined,1,0.5
NM,2005,Human,721,63709.075
NM,2005,Natural,859,115465.36
NM,2005,Undetermined,2,20.1
NM,2006,Human,913,322273.23699999996
NM,2006,Natural,1080,214861.665
NM,2006,Undetermined,3,9819.2
NM,2007,Human,593,73089.06999
NM,2007,Natural,781,69253.25002
NM,2007,Undetermined,50,1179.1000000000001
NM,2008,Human,497,173770.86
NM,2008,Natural,355,129235.58
NM,2008,Undetermined,12,62488.1
NM,2009,Human,730,94769.38
NM,2009,Natural,713,328344.0
NM,2009,Undetermined,3,45.2
NM,2010,Human,621,51800.08
NM,2010,Natural,513,75093.99
NM,2010,Undetermined,2,4140.5
NM,2011,Human,1225,819468.77
NM,2011,Natural,963,323062.63
NM,2011,Undetermined,8,1412.3
NM,2012,Human,582,10896.78
NM,2012,Natural,590,360062.54
NM,2012,Undetermined,2,39.5
NM,2013,Human,506,36236.67
NM,2013,Natural,571,248829.28
NM,2013,Undetermined,1,0.1
NM,2014,Human,498,32340.02
NM,2014,Natural,395,11636.14
NM,2015,Human,408,12895.8
NM,2015,Natural,368,39025.9
NM,2015,Undetermined,1,205.0
NM,2016,Human,730,96124.31
NM,2016,Natural,706,131379.5
NM,2017,Human,594,21797.3
NM,2017,Natural,371,119102.9
NM,2017,Undetermined,2,1900.0
NM,2018,Human,826,255006.26
NM,2018,Natural,506,117673.94
NM,2019,Human,527,30542.75
NM,2019,Natural,437,75760.17
NM,2020,Human,981,19298.3534
NM,2020,Natural,384,112476.62
NM,2020,Undetermined,56,10796.87
NV,1992,Human,165,18737.2
NV,1992,Natural,390,73608.3
NV,1992,Undetermined,1,0.3
NV,1993,Human,204,34541.3
NV,1993,Natural,238,19434.6
NV,1993,Undetermined,1,4.0
NV,1994,Human,200,42902.4
NV,1994,Natural,503,153154.5
NV,1994,Undetermined,7,0.9
NV,1995,Human,245,8287.699999999999
NV,1995,Natural,280,111685.4
NV,1995,Undetermined,20,58.300000000000004
NV,1996,Human,288,51834.4
NV,1996,Natural,777,574020.9
NV,1996,Undetermined,22,1628.2
NV,1997,Human,222,17023.9
NV,1997,Natural,373,24833.5
NV,1998,Human,220,33740.4
NV,1998,Natural,416,57623.1
NV,1998,Undetermined,2,0.2
NV,1999,Human,471,238360.5
NV,1999,Natural,576,1535126.1
NV,2000,Human,255,48340.3
NV,2000,Natural,717,600403.3
NV,2000,Undetermined,4,0.6000000000000001
NV,2001,Human,262,46698.399999999994
NV,2001,Natural,853,551799.8
NV,2001,Undetermined,2,5.0
NV,2002,Human,165,5742.6
NV,2002,Natural,479,47108.6
NV,2002,Undetermined,4,321.0
NV,2003,Human,141,5092.5
NV,2003,Natural,523,12293.45
NV,2004,Human,107,15530.5
NV,2004,Natural,667,26200.6
NV,2004,Undetermined,2,36.0
NV,2005,Human,237,56740.55
NV,2005,Natural,498,1045235.5
NV,2005,Undetermined,14,61.0
NV,2006,Human,268,37035.060000000005
NV,2006,Natural,782,1321248.53
NV,2006,Undetermined,1,0.1
NV,2007,Human,308,37639.6
NV,2007,Natural,389,908901.6
NV,2007,Undetermined,1,0.1
NV,2008,Human,203,14924.87
