STATE,FIRE_YEAR,CAUSE,fire_count,total_acres
UT,2009,Human,497,5594.032
UT,2009,Natural,658,108848.55
UT,2010,Human,491,11310.89
UT,2010,Natural,563,51339.479999999996
UT,2011,Human,467,26995.7
UT,2011,Natural,627,35047.83
UT,2011,Undetermined,1,0.1
UT,2012,Human,729,222912.105
UT,2012,Natural,862,209990.08
UT,2013,Human,440,2824.53
UT,2013,Natural,796,67571.62
UT,2013,Undetermined,13,1.3
UT,2014,Human,521,15320.451
UT,2014,Natural,536,11864.619999999999
UT,2014,Undetermined,1,0.3
UT,2015,Human,240,4564.44
UT,2015,Natural,365,5261.16
UT,2016,Human,674,26302.379
UT,2016,Natural,433,75283.7
UT,2016,Undetermined,1,0.3
UT,2017,Human,718,119525.54000000001
UT,2017,Natural,452,120017.33
UT,2017,Undetermined,3,9430.1
UT,2018,Human,680,152240.517
UT,2018,Natural,634,226929.106
UT,2018,Undetermined,29,4369.500999999999
UT,2019,Human,730,24488.36
UT,2019,Natural,349,68029.84
UT,2020,Human,1205,89434.6404
UT,2020,Natural,351,216587.15
UT,2020,Undetermined,19,2474.74
VA,1992,Human,37,423.2
VA,1992,Natural,6,11.4
VA,1993,Human,41,259.3
VA,1993,Natural,12,241.7
VA,1993,Undetermined,1,63.0
VA,1994,Human,61,1096.3
VA,1994,Natural,17,109.2
VA,1995,Human,1530,14811.6
VA,1995,Natural,17,165.05
VA,1995,Undetermined,3,160.1
VA,1996,Human,813,3191.95
VA,1996,Natural,9,56.3
VA,1996,Undetermined,2,11.25
VA,1997,Human,1089,4471.8
VA,1997,Natural,43,726.8
VA,1997,Undetermined,1,0.7
VA,1998,Human,1139,8255.3
VA,1998,Natural,29,1023.8000000000001
VA,1999,Human,1455,17131.2
VA,1999,Natural,126,2100.0
VA,1999,Undetermined,2,35.0
VA,2000,Human,941,30929.4
VA,2000,Natural,46,1202.4
VA,2000,Undetermined,1,60.0
VA,2001,Human,2055,18911.5
VA,2001,Natural,44,1834.6
VA,2001,Undetermined,2,160.0
VA,2002,Human,1387,11914.0
VA,2002,Natural,184,7960.8
VA,2002,Undetermined,1,0.1
VA,2003,Human,335,5566.9
VA,2003,Natural,3,4.2
VA,2003,Undetermined,6,6.6
VA,2004,Human,289,2997.05
VA,2004,Natural,8,213.54999999999998
VA,2004,Undetermined,4,21.0
VA,2005,Human,762,4786.54999
VA,2005,Natural,16,618.7
VA,2005,Undetermined,8,19.3
VA,2006,Human,1187,16517.36
VA,2006,Natural,70,7026.40001
VA,2006,Undetermined,11,422.8
VA,2007,Human,1334,13014.98
VA,2007,Natural,96,2810.31
VA,2007,Undetermined,16,69.2
VA,2008,Human,1223,41224.95
VA,2008,Natural,64,2867.1
VA,2008,Undetermined,1,1.0
VA,2009,Human,766,7941.83
VA,2009,Natural,16,90.21
VA,2009,Undetermined,2,0.2
VA,2010,Human,953,8681.78
VA,2010,Natural,69,2715.65
VA,2010,Undetermined,3,40.2
VA,2011,Human,760,17498.38
VA,2011,Natural,49,7254.400000000001
VA,2011,Undetermined,3,255.1
VA,2012,Human,571,43975.58
VA,2012,Natural,110,3891.9999999999995
VA,2012,Undetermined,4,210.2
VA,2013,Human,572,5853.349999999999
VA,2013,Natural,9,18.2
VA,2014,Human,807,12531.789999999999
VA,2014,Natural,13,34.25
VA,2014,Undetermined,1,0.5
VA,2015,Human,574,5767.9
VA,2015,Natural,21,542.5
VA,2015,Undetermined,2,17.7
VA,2016,Human,666,35339.3
VA,2016,Natural,16,115.3
VA,2017,Human,577,6795.76
VA,2017,Natural,17,181.4
VA,2018,Human,632,8144.63
VA,2018,Natural,7,33.870000000000005
VA,2019,Human,370,2244.15
VA,2019,Natural,19,229.91
VA,2019,Undetermined,1,745.0
VA,2020,Human,378,4995.34
VA,2020,Natural,25,529.1
VA,2020,Undetermined,2,13.0
VT,1992,Human,1,270.0
VT,1993,Natural,1,3.0
VT,1994,Human,6,25.3
VT,1995,Human,2,1.2
VT,1997,Human,2,3.0
VT,1998,Human,2,14.0
VT,1999,Human,2,9.0
VT,1999,Natural,1,1.5
VT,2002,Human,6,4.8
VT,2003,Human,7,7.1
VT,2003,Natural,1,1.0
VT,2003,Undetermined,1,0.1
VT,2004,Human,11,6.0
VT,2004,Natural,1,0.1
VT,2004,Undetermined,4,9.6
VT,2005,Human,14,13.5
VT,2005,Undetermined,12,9.7
VT,2006,Human,4,5.95
VT,2007,Human,5,10.75
VT,2008,Human,4,13.7
VT,2008,Undetermined,1,5.0
VT,2009,Human,1,0.5
VT,2010,Human,1,0.25
VT,2010,Natural,1,0.1
VT,2012,Human,95,353.487
VT,2012,Natural,2,3.001
VT,2013,Human,126,275.308
VT,2014,Human,55,163.111
VT,2015,Human,85,346.369
VT,2015,Natural,2,0.060000000000000005
VT,2016,Human,114,213.823
VT,2016,Natural,2,2.001
VT,2017,Human,45,42.65
VT,2017,Natural,2,4.25
VT,2018,Human,50,102.97
VT,2018,Natural,2,1.1
VT,2019,Human,19,22.43
VT,2020,Human,88,132.1317
VT,2020,Natural,3,2.19
WA,1992,Human,1278,70390.85
WA,1992,Natural,492,17566.0
WA,1992,Undetermined,4,1724.2
WA,1993,Human,785,21619.6
WA,1993,Natural,196,896.7
WA,1993,Undetermined,5,112.7
WA,1994,Human,1224,47072.9
WA,1994,Natural,789,224356.6
WA,1994,Undetermined,8,8.5
WA,1995,Human,974,5399.4
WA,1995,Natural,234,1125.3
WA,1995,Undetermined,5,203.1
WA,1996,Human,883,132367.6
WA,1996,Natural,206,15763.400000000001
WA,1996,Undetermined,2,3.1
WA,1997,Human,637,14457.0
WA,1997,Natural,356,13096.5
WA,1997,Undetermined,6,9.6
WA,1998,Human,990,41726.3
WA,1998,Natural,482,68825.2
WA,1998,Undetermined,4,1069.1
WA,1999,Human,1070,20652.07
WA,1999,Natural,402,4596.7
WA,1999,Undetermined,3,926.4
WA,2000,Human,966,200891.09999999998
WA,2000,Natural,255,77755.9
WA,2000,Undetermined,6,12685.6
WA,2001,Human,853,96390.9
WA,2001,Natural,295,127256.90000000001
WA,2001,Undetermined,10,132.3
WA,2002,Human,1013,76911.77
WA,2002,Natural,401,14456.4
WA,2002,Undetermined,4,101.1
WA,2003,Human,1056,65824.45
WA,2003,Natural,371,132375.96
WA,2003,Undetermined,6,1340.2
WA,2004,Human,821,32339.629999999997
WA,2004,Natural,727,59852.77
WA,2004,Undetermined,43,1605.4
WA,2005,Human,859,95691.06
WA,2005,Natural,170,329.1
WA,2005,Undetermined,60,42853.99
WA,2006,Human,1080,33385.65
WA,2006,Natural,324,356381.58
WA,2006,Undetermined,173,8713.88
WA,2007,Human,1005,88857.38
WA,2007,Natural,263,91494.09
WA,2007,Undetermined,34,84113.29999999999
WA,2008,Human,939,83059.43000000001
WA,2008,Natural,539,14793.39
WA,2008,Undetermined,12,20026.6
WA,2009,Human,1084,11954.970000000001
WA,2009,Natural,905,74735.81999999999
WA,2009,Undetermined,11,372.5
WA,2010,Human,700,65355.65
WA,2010,Natural,322,14522.05
WA,2010,Undetermined,25,14432.1
WA,2011,Human,915,33423.42
WA,2011,Natural,102,4155.53
WA,2011,Undetermined,12,5036.3
WA,2012,Human,978,86709.31
WA,2012,Natural,436,194085.7
WA,2012,Undetermined,15,4586.4
WA,2013,Human,835,119041.73
WA,2013,Natural,521,19834.43
WA,2013,Undetermined,22,14670.5
WA,2014,Human,1070,85515.04
WA,2014,Natural,487,352960.38
WA,2014,Undetermined,10,11425.5
WA,2015,Human,1264,379903.05
WA,2015,Natural,471,776847.83
WA,2015,Undetermined,6,4895.5
WA,2016,Human,1099,264999.20999999996
WA,2016,Natural,158,10862.98
WA,2016,Undetermined,7,34426.1
WA,2017,Human,1194,198981.56
WA,2017,Natural,132,130040.99
WA,2017,Undetermined,17,115927.5
WA,2018,Human,1384,227847.59
WA,2018,Natural,278,157023.71
WA,2018,Undetermined,9,44034.8
WA,2019,Human,1062,72476.43
WA,2019,Natural,396,59869.869999999995
WA,2019,Undetermined,4,22942.0
WA,2020,Human,1119,240682.61
WA,2020,Natural,102,31709.760000000002
WA,2020,Undetermined,304,552283.6573
WI,1992,Human,1258,2372.3
WI,1992,Natural,20,114.77000000000001
WI,1992,Undetermined,3,32.0
WI,1993,Human,878,1430.4
WI,1993,Natural,5,12.57
WI,1994,Human,1941,5129.33
WI,1994,Natural,29,108.08
WI,1994,Undetermined,1,4.35
WI,1995,Human,1611,2297.13
WI,1995,Natural,24,18.15
WI,1995,Undetermined,1,0.01
WI,1996,Human,1443,2863.38
WI,1996,Natural,18,64.56
WI,1997,Human,1661,2602.01
WI,1997,Natural,14,19.59
WI,1998,Human,1571,4056.51
WI,1998,Natural,39,38.809999999999995
WI,1998,Undetermined,1,0.2
WI,1999,Human,1586,5275.18
WI,1999,Natural,18,77.9
WI,2000,Human,1554,6890.96
WI,2000,Natural,24,123.41
WI,2001,Human,966,1356.64
WI,2001,Natural,24,7.59
WI,2001,Undetermined,3,0.32
WI,2002,Human,920,2189.64
WI,2002,Natural,27,374.82
WI,2002,Undetermined,2,36.1
WI,2003,Human,2215,8986.602
WI,2003,Natural,23,51.96
WI,2003,Undetermined,14,45.77
WI,2004,Human,1118,2268.082
WI,2004,Natural,22,28.64
WI,2004,Undetermined,21,58.19
WI,2005,Human,1505,6259.568
WI,2005,Natural,50,31.69
WI,2005,Undetermined,10,222.06
WI,2006,Human,1588,2836.966
WI,2006,Natural,67,230.24
WI,2006,Undetermined,2,7.3
WI,2007,Human,1391,4310.23201
WI,2007,Natural,94,127.811
WI,2007,Undetermined,2,14.0
WI,2008,Human,783,840.472
WI,2008,Natural,29,60.86
WI,2008,Undetermined,1,0.3
WI,2009,Human,1535,3376.079447
WI,2009,Natural,23,50.795
WI,2009,Undetermined,10,715.3
WI,2010,Human,1239,1887.7756
WI,2010,Natural,45,474.02
WI,2010,Undetermined,4,139.0
WI,2011,Human,727,628.297
WI,2011,Natural,8,7.46
WI,2012,Human,1332,2707.5
WI,2012,Natural,44,85.4
WI,2012,Undetermined,3,3.8
WI,2013,Human,684,9107.57
WI,2013,Natural,8,30.5
WI,2014,Human,586,2611.3759999999997
WI,2014,Natural,15,122.36
WI,2014,Undetermined,4,90.0
WI,2015,Human,943,2670.25
WI,2015,Natural,20,29.09
WI,2015,Undetermined,2,22.1
WI,2016,Human,693,1144.002
WI,2016,Natural,17,12.69
WI,2016,Undetermined,2,1.3
WI,2017,Human,692,664.776
WI,2017,Natural,4,0.4
WI,2018,Human,2079,3816.785
WI,2018,Natural,20,6.54
WI,2019,Human,1204,1661.34
WI,2019,Natural,7,3.4
WI,2019,Undetermined,1,0.3
WI,2020,Human,1104,2082.77
WI,2020,Natural,15,18.669999999999998
WI,2020,Undetermined,544,667.82
WV,1992,Human,687,7466.5
WV,1992,Natural,14,47.9
WV,1993,Human,843,9433.5
WV,1993,Natural,3,0.30000000000000004
WV,1994,Human,997,50892.7
WV,1994,Natural,13,14.100000000000001
WV,1995,Human,1224,41524.3
WV,1995,Natural,17,59.3
WV,1996,Human,647,5846.1
WV,1996,Natural,4,12.4
WV,1997,Human,716,7484.75
WV,1997,Natural,3,50.2
WV,1998,Human,1002,20556.31
WV,1998,Natural,4,11.0
WV,1999,Human,1906,102818.55
WV,1999,Natural,43,482.9
WV,2000,Human,1090,47153.0
WV,2000,Natural,15,3247.7999999999997
WV,2000,Undetermined,1,0.5
WV,2001,Human,1774,97370.4
WV,2001,Natural,16,172.2
WV,2002,Human,992,10794.2
WV,2002,Natural,8,8.2
WV,2003,Human,634,8367.65
WV,2003,Natural,7,12.7
WV,2004,Human,617,6097.2
WV,2004,Natural,1,0.1
WV,2005,Human,752,15313.7
WV,2005,Natural,9,122.69999999999999
WV,2006,Human,1013,16097.55
WV,2006,Natural,13,54.85
WV,2007,Human,816,7435.19
WV,2007,Natural,20,84.5
WV,2008,Human,868,14231.5
WV,2008,Natural,17,120.85
WV,2008,Undetermined,1,0.1
WV,2009,Human,974,16314.8
WV,2009,Natural,1,0.2
WV,2009,Undetermined,2,189.0
WV,2010,Human,774,24308.86
WV,2010,Natural,22,1145.3
WV,2011,Human,474,5784.45
WV,2011,Natural,15,27.009999999999998
WV,2012,Human,677,16337.52
WV,2012,Natural,17,408.0
WV,2013,Human,579,9714.02
WV,2013,Natural,1,0.01
WV,2014,Human,948,13613.51
WV,2014,Natural,3,25.0
WV,2015,Human,678,17075.670000000002
WV,2015,Natural,6,25.7
WV,2015,Undetermined,1,150.0
WV,2016,Human,743,17162.48
WV,2016,Natural,6,35.0
WV,2017,Human,546,6824.42
WV,2017,Natural,3,12.7
WV,2018,Human,470,5946.21
WV,2018,Natural,4,8.2
WV,2019,Human,717,8542.97
WV,2019,Natural,5,11.3
WV,2020,Human,605,4679.45
WV,2020,Natural,5,52.7
WV,2020,Undetermined,1,0.2
WY,1992,Human,229,5599.3
WY,1992,Natural,200,1778.9
WY,1992,Undetermined,317,14863.6
WY,1993,Human,98,1022.9
WY,1993,Natural,77,3443.7999999999997
WY,1993,Undetermined,94,856.75
WY,1994,Human,200,5109.85
WY,1994,Natural,388,47172.6
WY,1994,Undetermined,331,12281.75
WY,1995,Human,115,1447.4
WY,1995,Natural,157,4249.0
WY,1995,Undetermined,258,6867.35
WY,1996,Human,217,25237.8
WY,1996,Natural,320,219882.0
WY,1996,Undetermined,495,25054.55
WY,1997,Human,72,6299.1
WY,1997,Natural,123,2016.5
WY,1998,Human,70,1211.2
WY,1998,Natural,128,3438.4
WY,1999,Human,191,35203.700000000004
WY,1999,Natural,114,4482.5
WY,2000,Human,169,8189.8
WY,2000,Natural,402,359522.5
WY,2001,Human,230,9509.8
WY,2001,Natural,442,57481.2
WY,2002,Human,235,1992.9
WY,2002,Natural,434,130874.6
WY,2003,Human,224,7387.9
WY,2003,Natural,485,83027.2
WY,2003,Undetermined,7,1517.9
WY,2004,Human,220,18287.35
WY,2004,Natural,187,2644.42
WY,2004,Undetermined,3,3014.4
WY,2005,Human,288,15355.78
WY,2005,Natural,232,10826.720000000001
WY,2005,Undetermined,1,0.5
WY,2006,Human,398,27286.87
WY,2006,Natural,371,218012.24
WY,2007,Human,227,17969.98
WY,2007,Natural,368,76186.92
WY,2008,Human,308,31409.08
WY,2008,Natural,141,70860.03
WY,2009,Human,269,4738.36
WY,2009,Natural,205,18910.78
WY,2010,Human,381,67333.9192
WY,2010,Natural,250,19615.53
WY,2011,Human,280,14919.49
WY,2011,Natural,360,119911.09
WY,2012,Human,592,213295.51
WY,2012,Natural,454,269009.95
WY,2013,Human,293,2523.18
WY,2013,Natural,288,51798.62
WY,2014,Human,438,3503.78
WY,2014,Natural,153,4218.61
WY,2014,Undetermined,4,3.5
WY,2015,Human,413,28420.825
WY,2015,Natural,219,8400.4
WY,2016,Human,864,61694.48
WY,2016,Natural,304,198062.49
WY,2016,Undetermined,1,440.0
WY,2017,Human,691,18949.93
WY,2017,Natural,339,104426.22
WY,2018,Human,887,111385.68
WY,2018,Natural,284,113840.37
WY,2019,Human,604,5654.849999999999
WY,2019,Natural,245,38536.73
WY,2019,Undetermined,1,250.0
WY,2020,Human,1103,52178.07
WY,2020,Natural,324,33189.715
WY,2020,Undetermined,197,206651.757
